cluster_id	representative	plddt_mean	length	n_members	mmseqs_rep	selected_by	members
CLS007768	Q86XP1	70.71	1220	1	Q86XP1	plddt_then_length	Q86XP1
CLS007769	Q86XR2	77.37	697	1	Q86XR2	plddt_then_length	Q86XR2
CLS007770	Q86XU0	60.20	584	1	Q86XU0	plddt_then_length	Q86XU0
CLS007771	Q86Y07	77.53	508	1	Q86Y07	plddt_then_length	Q86Y07
CLS007772	Q86Y34	79.66	549	1	Q86Y34	plddt_then_length	Q86Y34
CLS007773	Q9EPI1	86.81	821	9	Q86Y38	plddt_then_length	Q5QQ49;Q5QQ50;Q5QQ51;Q5QQ55;Q5QQ56;Q86Y38;Q9EPI0;Q9EPI1;Q9EPL0
CLS007774	Q86YA3	50.32	2104	1	Q86YA3	plddt_then_length	Q86YA3
CLS007775	Q86YC2	53.67	1186	1	Q86YC2	plddt_then_length	Q86YC2
CLS007776	Q8BMT4	84.78	693	2	Q86YC3	plddt_then_length	Q86YC3;Q8BMT4
CLS007777	Q86YH2	59.37	543	1	Q86YH2	plddt_then_length	Q86YH2
CLS007778	Q86YR5	67.93	675	1	Q86YR5	plddt_then_length	Q86YR5
CLS007779	Q86YV0	66.47	1011	2	Q86YV0	plddt_then_length	Q86YV0;Q8C2K5
CLS007780	Q86YV5	50.23	1406	1	Q86YV5	plddt_then_length	Q86YV5
CLS007781	Q86YV9	77.78	775	2	Q86YV9	plddt_then_length	Q86YV9;Q8BLY7
CLS007782	Q86YW0	91.66	608	3	Q86YW0	plddt_then_length	Q1RML2;Q7YRU3;Q86YW0
CLS007783	Q86Z20	67.81	511	1	Q86Z20	plddt_then_length	Q86Z20
CLS007784	Q86ZU7	72.06	753	1	Q86ZU7	plddt_then_length	Q86ZU7
CLS007785	Q870L2	85.74	604	1	Q870L2	plddt_then_length	Q870L2
CLS007786	Q870L3	80.14	607	1	Q870L3	plddt_then_length	Q870L3
CLS007787	Q4I6S5	77.73	601	4	Q870Q4	plddt_then_length	Q4I6S5;Q4WHL1;Q5BBI7;Q870Q4
CLS007788	Q5A644	91.77	684	10	Q870W1	plddt_then_length	Q2HZ33;Q2U9G3;Q4HVQ9;Q4WUL6;Q58FL6;Q5A644;Q6C791;Q870W1;Q92412;Q9UT74
CLS007789	Q1DUF9	64.78	1662	5	Q872I5	plddt_then_length	Q1DUF9;Q4IL82;Q4WTV7;Q5BAZ5;Q872I5
CLS007790	Q872U8	56.14	774	1	Q872U8	plddt_then_length	Q872U8
CLS007791	Q873Y0	61.50	825	2	Q873Y0	plddt_then_length	Q4WEP7;Q873Y0
CLS007792	Q9UW14	52.79	661	3	Q873Y3	plddt_then_length	Q6BSZ4;Q873Y3;Q9UW14
CLS007793	Q874L4	82.44	579	1	Q874L4	plddt_then_length	Q874L4
CLS007794	Q874L7	79.31	674	1	Q874L7	plddt_then_length	Q874L7
CLS007795	Q874R4	50.82	973	1	Q874R4	plddt_then_length	Q874R4
CLS007796	Q875A7	66.49	900	1	Q875A7	plddt_then_length	Q875A7
CLS007797	Q875B6	61.52	718	1	Q875B6	plddt_then_length	Q875B6
CLS007798	Q875Q8	78.39	1554	2	Q875Q8	plddt_then_length	Q875Q8;Q876G9
CLS007799	Q875V0	95.48	685	3	Q875V0	plddt_then_length	Q6FJI3;Q74ZJ0;Q875V0
CLS007800	Q875V7	85.01	912	1	Q875V7	plddt_then_length	Q875V7
CLS007801	Q754C8	90.45	842	2	Q875Z2	plddt_then_length	Q754C8;Q875Z2
CLS007802	Q876L2	75.10	650	1	Q876L2	plddt_then_length	Q876L2
CLS007803	Q876L3	75.69	623	1	Q876L3	plddt_then_length	Q876L3
CLS007804	Q876L5	82.69	763	3	Q876L5	plddt_then_length	Q6FJ70;Q876L4;Q876L5
CLS007805	Q6CQ83	92.50	613	8	Q876N3	plddt_then_length	Q6CQ83;Q707W3;Q876N3;Q8INI8;Q9BIR7;Q9GSU4;Q9GSU7;Q9VG58
CLS007806	Q87A63	92.28	698	2	Q87A63	plddt_then_length	Q87A63;Q9PAC7
CLS007807	Q87B49	88.68	1472	1	Q87B49	plddt_then_length	Q87B49
CLS007808	Q87CL8	89.29	519	1	Q87CL8	plddt_then_length	Q87CL8
CLS007809	Q9PC24	96.12	545	2	Q87D47	plddt_then_length	Q87D47;Q9PC24
CLS007810	Q87FA5	87.42	1214	1	Q87FA5	plddt_then_length	Q87FA5
CLS007811	Q87J97	88.77	539	1	Q87J97	plddt_then_length	Q87J97
CLS007812	Q8FAK9	81.74	615	13	Q87L05	plddt_then_length	Q1C0Z8;Q1CEF3;Q3YUH3;Q4QPH7;Q5E2C6;Q5PL49;Q66FB7;Q6D065;Q74BP0;Q87L05;Q8FAK9;Q8Z187;Q9KV13
CLS007813	Q31TX1	98.38	549	15	Q87L81	plddt_then_length	Q1CC27;Q1H1P4;Q1LU73;Q1R3R3;Q2VYV7;Q31TX1;Q3YUW0;Q5PL07;Q664W9;Q7MZB4;Q87L81;Q8D1V8;Q8FB44;Q8Z1U7;Q9ABK5
CLS007814	Q87LS2	94.97	522	3	Q87LS2	plddt_then_length	Q87LS2;Q8DC38;Q9KUG5
CLS007815	Q7MIS5	94.72	705	2	Q87MM3	plddt_then_length	Q7MIS5;Q87MM3
CLS007816	Q87NG3	92.52	523	2	Q87NG3	plddt_then_length	Q87NG3;Q87PP5
CLS007817	Q87R69	95.83	571	1	Q87R69	plddt_then_length	Q87R69
CLS007818	Q5PIG8	97.30	1295	15	Q87RW0	plddt_then_length	Q1C5E7;Q1CKD2;Q1R8H7;Q2NS22;Q3IHZ2;Q4QME6;Q57LE6;Q5PIG8;Q5QWY0;Q65RJ7;Q6D238;Q87RW0;Q8EC57;Q8FF26;Q8XA46
CLS007819	Q87S51	90.34	696	2	Q87S51	plddt_then_length	Q87S51;Q8DEW2
CLS007820	Q7MP83	86.79	776	4	Q87ST3	plddt_then_length	Q5E862;Q7MP83;Q87ST3;Q8DED5
CLS007821	Q87UP6	89.45	736	1	Q87UP6	plddt_then_length	Q87UP6
CLS007822	Q3J7R8	88.43	597	7	Q87VF3	plddt_then_length	Q1GZI0;Q2SZW0;Q39E73;Q3J7R8;Q3JUI6;Q5P2S7;Q87VF3
CLS007823	Q87W65	85.75	632	1	Q87W65	plddt_then_length	Q87W65
CLS007824	Q7N156	86.47	903	5	Q87WZ3	plddt_then_length	Q2SA01;Q3K7T9;Q7N156;Q87WZ3;Q9LCT3
CLS007825	Q1C1B8	90.20	507	8	Q87ZE0	plddt_then_length	Q1AVD3;Q1C1B8;Q1GHE5;Q3MB44;Q4KDI2;Q4ZRC6;Q87ZE0;Q9CL63
CLS007826	Q881J7	79.29	534	1	Q881J7	plddt_then_length	Q881J7
CLS007827	Q884D2	93.10	773	2	Q884D2	plddt_then_length	Q4ZV08;Q884D2
CLS007828	Q4ZWT0	87.33	898	2	Q886P5	plddt_then_length	Q4ZWT0;Q886P5
CLS007829	Q887D0	81.59	712	2	Q887D0	plddt_then_length	Q4ZX82;Q887D0
CLS007830	Q887Q6	86.01	518	1	Q887Q6	plddt_then_length	Q887Q6
CLS007831	Q88A43	85.45	927	1	Q88A43	plddt_then_length	Q88A43
CLS007832	Q6D6D9	96.21	559	15	Q88AE7	plddt_then_length	Q1BQE2;Q1CFR7;Q1IG70;Q1MJU4;Q2T6D0;Q39A44;Q4K4K7;Q62CH8;Q63KK7;Q6D6D9;Q6FDF9;Q88AE7;Q8PPG8;Q9HTJ2;Q9L4K0
CLS007833	Q88AR1	94.82	529	2	Q88AR1	plddt_then_length	Q48PX1;Q88AR1
CLS007834	Q88B35	94.99	684	2	Q88B35	plddt_then_length	Q2SQY0;Q88B35
CLS007835	Q88D09	90.28	638	2	Q88D09	plddt_then_length	Q88D09;Q88E10
CLS007836	Q39RK1	96.51	521	3	Q88DK3	plddt_then_length	Q39RK1;Q88DK3;Q9HUV9
CLS007837	Q88F25	89.38	776	2	Q88F25	plddt_then_length	Q4ZVF6;Q88F25
CLS007838	Q3KF57	87.70	657	5	Q88F88	plddt_then_length	Q3KF57;Q48KB2;Q884D4;Q88F88;Q9I190
CLS007839	Q88FH2	95.65	904	4	Q88FH2	plddt_then_length	Q87ZQ4;Q88FH2;Q8FFJ9;Q9KGW3
CLS007840	Q2G7S5	96.73	721	12	Q88FN1	plddt_then_length	Q2G7S5;Q2JZ21;Q2K487;Q46TF2;Q7VYK0;Q7W6L4;Q88FN1;Q8U8L4;Q8XT76;Q92M14;Q985P4;Q9I1W2
CLS007841	Q4KCP0	90.64	522	2	Q88FN9	plddt_then_length	Q4KCP0;Q88FN9
CLS007842	Q88FX8	89.88	1187	1	Q88FX8	plddt_then_length	Q88FX8
CLS007843	Q88J44	93.03	508	1	Q88J44	plddt_then_length	Q88J44
CLS007844	Q88J90	87.80	512	1	Q88J90	plddt_then_length	Q88J90
CLS007845	Q88NC9	91.02	519	2	Q88NC9	plddt_then_length	Q51371;Q88NC9
CLS007846	Q88NI1	87.20	688	1	Q88NI1	plddt_then_length	Q88NI1
CLS007847	Q1D9V4	95.59	1299	6	Q88P16	plddt_then_length	Q1D9V4;Q2SK05;Q3KHL4;Q4KHS6;Q4ZX02;Q88P16
CLS007848	Q87VU3	93.80	637	2	Q88QC7	plddt_then_length	Q87VU3;Q88QC7
CLS007849	Q88QV3	91.79	766	1	Q88QV3	plddt_then_length	Q88QV3
CLS007850	Q937F6	97.60	788	5	Q88S87	plddt_then_length	Q88S87;Q8DJN6;Q937F6;Q97JE3;Q9CFH4
CLS007851	Q88SR1	96.05	563	1	Q88SR1	plddt_then_length	Q88SR1
CLS007852	Q88U40	89.83	1200	1	Q88U40	plddt_then_length	Q88U40
CLS007853	Q88V10	91.30	880	1	Q88V10	plddt_then_length	Q88V10
CLS007854	Q88V16	86.07	787	1	Q88V16	plddt_then_length	Q88V16
CLS007855	Q88V72	82.48	795	1	Q88V72	plddt_then_length	Q88V72
CLS007856	Q8P0J9	94.38	512	5	Q88VM6	plddt_then_length	Q1J667;Q1JGF0;Q1JLB7;Q88VM6;Q8P0J9
CLS007857	Q59485	98.61	793	3	Q88YC0	plddt_then_length	Q1WRZ1;Q59485;Q88YC0
CLS007858	Q88YD2	91.44	718	1	Q88YD2	plddt_then_length	Q88YD2
CLS007859	Q88YL7	87.95	787	3	Q88YL7	plddt_then_length	Q38YD2;Q834A7;Q88YL7
CLS007860	Q88ZZ2	91.85	566	2	Q88ZZ2	plddt_then_length	Q88ZZ2;Q8D3Z9
CLS007861	Q891T8	93.61	791	1	Q891T8	plddt_then_length	Q891T8
CLS007862	Q895G2	84.92	635	2	Q895G2	plddt_then_length	Q895G2;Q97I09
CLS007863	Q895H3	77.67	620	1	Q895H3	plddt_then_length	Q895H3
CLS007864	Q895I8	82.37	743	2	Q895I8	plddt_then_length	Q895I8;Q97I41
CLS007865	Q895J8	83.55	685	1	Q895J8	plddt_then_length	Q895J8
CLS007866	Q55729	94.85	532	4	Q899D9	plddt_then_length	Q55729;Q899D9;Q8RDD1;Q9F2I9
CLS007867	Q89A21	88.50	670	1	Q89A21	plddt_then_length	Q89A21
CLS007868	Q89A38	74.15	597	1	Q89A38	plddt_then_length	Q89A38
CLS007869	Q89AC9	85.56	611	1	Q89AC9	plddt_then_length	Q89AC9
CLS007870	Q81ZS7	95.24	556	3	Q89AD4	plddt_then_length	Q81ZS7;Q89AD4;Q8K9E1
CLS007871	Q89AF2	83.75	610	3	Q89AF2	plddt_then_length	Q7UUZ7;Q89AF2;Q8K9G8
CLS007872	Q89AG3	90.28	956	1	Q89AG3	plddt_then_length	Q89AG3
CLS007873	Q89AI1	90.42	513	1	Q89AI1	plddt_then_length	Q89AI1
CLS007874	Q89AJ7	88.65	916	1	Q89AJ7	plddt_then_length	Q89AJ7
CLS007875	Q89AN8	88.57	1077	1	Q89AN8	plddt_then_length	Q89AN8
CLS007876	Q89AR2	91.59	741	1	Q89AR2	plddt_then_length	Q89AR2
CLS007877	Q89AS4	93.37	761	2	Q89AS4	plddt_then_length	Q89AS4;Q8K9W3
CLS007878	Q89AS7	85.34	715	1	Q89AS7	plddt_then_length	Q89AS7
CLS007879	Q89AY7	58.02	717	1	Q89AY7	plddt_then_length	Q89AY7
CLS007880	Q89BU5	85.69	748	1	Q89BU5	plddt_then_length	Q89BU5
CLS007881	Q8YCK1	84.92	511	8	Q89DD2	plddt_then_length	Q2KDI7;Q3J5E0;Q89DD2;Q8UIM4;Q8YCK1;Q92SR7;Q987V3;Q9FDL4
CLS007882	Q89FP0	92.23	632	4	Q89FP0	plddt_then_length	Q1GQJ3;Q1QJD3;Q2RST7;Q89FP0
CLS007883	Q89FV8	87.86	716	1	Q89FV8	plddt_then_length	Q89FV8
CLS007884	Q89H53	96.31	625	1	Q89H53	plddt_then_length	Q89H53
CLS007885	Q89KV2	90.97	624	1	Q89KV2	plddt_then_length	Q89KV2
CLS007886	Q8YEK2	87.62	1077	5	Q89QU8	plddt_then_length	Q2IU52;Q57FU7;Q6N8V0;Q89QU8;Q8YEK2
CLS007887	Q89WR2	81.95	825	3	Q89WR2	plddt_then_length	Q89WR2;Q8U526;Q92L89
CLS007888	Q89YN0	94.51	555	1	Q89YN0	plddt_then_length	Q89YN0
CLS007889	Q89YS5	93.32	558	1	Q89YS5	plddt_then_length	Q89YS5
CLS007890	Q8XKG8	88.11	866	5	Q89YY3	plddt_then_length	Q7M9X4;Q7VJY3;Q89YY3;Q8XKG8;Q9PI02
CLS007891	Q89ZI2	94.33	737	1	Q89ZI2	plddt_then_length	Q89ZI2
CLS007892	Q89ZX0	94.40	615	1	Q89ZX0	plddt_then_length	Q89ZX0
CLS007893	Q5LH50	94.37	530	2	Q8A0F6	plddt_then_length	Q5LH50;Q8A0F6
CLS007894	Q8A1G1	89.85	1003	1	Q8A1G1	plddt_then_length	Q8A1G1
CLS007895	Q8A1G3	94.66	692	1	Q8A1G3	plddt_then_length	Q8A1G3
CLS007896	Q8A2I1	95.44	1014	1	Q8A2I1	plddt_then_length	Q8A2I1
CLS007897	Q8A329	92.70	944	3	Q8A329	plddt_then_length	Q5L7B4;Q7MW49;Q8A329
CLS007898	Q8A4T0	93.97	613	3	Q8A4T0	plddt_then_length	Q64N34;Q8A4T0;Q8KG23
CLS007899	Q8A6L0	97.29	662	1	Q8A6L0	plddt_then_length	Q8A6L0
CLS007900	Q8A7T2	95.43	741	1	Q8A7T2	plddt_then_length	Q8A7T2
CLS007901	Q8A9B8	89.43	681	1	Q8A9B8	plddt_then_length	Q8A9B8
CLS007902	Q8AAW1	96.44	509	1	Q8AAW1	plddt_then_length	Q8AAW1
CLS007903	Q9VE09	96.00	508	3	Q8AVG9	plddt_then_length	Q29BT3;Q8AVG9;Q9VE09
CLS007904	Q8AW93	74.54	623	2	Q8AW93	plddt_then_length	Q61010;Q8AW93
CLS007905	Q8AWF5	78.17	638	2	Q8AWF5	plddt_then_length	Q5U4X5;Q8AWF5
CLS007906	Q28317	78.83	978	4	Q8AXC6	plddt_then_length	Q28317;Q8AXC6;Q8JFR5;Q91909
CLS007907	Q8AXC7	74.92	1062	2	Q8AXC7	plddt_then_length	Q6QNF3;Q8AXC7
CLS007908	Q8AXF4	53.91	651	1	Q8AXF4	plddt_then_length	Q8AXF4
CLS007909	Q8AXM9	66.93	859	1	Q8AXM9	plddt_then_length	Q8AXM9
CLS007910	Q8AXY6	81.53	947	3	Q8AXY6	plddt_then_length	Q4JIM5;Q61006;Q8AXY6
CLS007911	Q8AXZ4	86.28	1032	1	Q8AXZ4	plddt_then_length	Q8AXZ4
CLS007912	Q8K4J6	54.73	964	2	Q8AYC2	plddt_then_length	Q8AYC2;Q8K4J6
CLS007913	Q8AYD0	78.00	773	1	Q8AYD0	plddt_then_length	Q8AYD0
CLS007914	Q8AYI2	59.58	711	1	Q8AYI2	plddt_then_length	Q8AYI2
CLS007915	Q8AYK6	67.79	571	3	Q8AYK6	plddt_then_length	Q63802;Q8AYK6;Q8QGV2
CLS007916	Q8AYS7	74.60	753	1	Q8AYS7	plddt_then_length	Q8AYS7
CLS007917	Q8BFU3	65.75	668	1	Q8BFU3	plddt_then_length	Q8BFU3
CLS007918	Q8BFW4	82.94	522	1	Q8BFW4	plddt_then_length	Q8BFW4
CLS007919	Q9Y597	70.52	815	2	Q8BFX3	plddt_then_length	Q8BFX3;Q9Y597
CLS007920	Q8BG19	92.44	741	2	Q8BG19	plddt_then_length	Q5T4D3;Q8BG19
CLS007921	Q8BG40	79.54	658	1	Q8BG40	plddt_then_length	Q8BG40
CLS007922	Q8BG87	51.91	1803	1	Q8BG87	plddt_then_length	Q8BG87
CLS007923	Q8BGA3	79.13	515	1	Q8BGA3	plddt_then_length	Q8BGA3
CLS007924	Q8BGB2	83.22	858	1	Q8BGB2	plddt_then_length	Q8BGB2
CLS007925	Q6DFK0	78.31	554	3	Q8BGD6	plddt_then_length	Q3B8Q3;Q6DFK0;Q8BGD6
CLS007926	Q8BGF7	79.27	1200	2	Q8BGF7	plddt_then_length	Q504Q3;Q8BGF7
CLS007927	Q8BGI4	61.94	693	2	Q8BGI4	plddt_then_length	Q8BGI4;Q8HYW0
CLS007928	Q5FVG2	64.20	731	2	Q8BGS1	plddt_then_length	Q5FVG2;Q8BGS1
CLS007929	Q4KLI1	60.21	562	2	Q8BGS3	plddt_then_length	Q4KLI1;Q8BGS3
CLS007930	Q8BGT5	91.84	522	2	Q8BGT5	plddt_then_length	Q6GM82;Q8BGT5
CLS007931	Q8BGV5	56.59	572	1	Q8BGV5	plddt_then_length	Q8BGV5
CLS007932	Q8BGW0	75.73	636	2	Q8BGW0	plddt_then_length	Q8BGW0;Q8N1K5
CLS007933	Q8BGX0	81.16	574	1	Q8BGX0	plddt_then_length	Q8BGX0
CLS007934	Q8BGY4	93.19	606	2	Q8BGY4	plddt_then_length	Q53HC5;Q8BGY4
CLS007935	Q8BH01	76.17	678	1	Q8BH01	plddt_then_length	Q8BH01
CLS007936	Q32MQ0	48.27	723	2	Q8BH05	plddt_then_length	Q32MQ0;Q8BH05
CLS007937	Q8BH06	71.13	637	2	Q8BH06	plddt_then_length	Q8BH06;Q8NFR9
CLS007938	Q8BH35	82.36	589	1	Q8BH35	plddt_then_length	Q8BH35
CLS007939	Q8BH61	92.49	732	1	Q8BH61	plddt_then_length	Q8BH61
CLS007940	Q8BH74	78.75	926	1	Q8BH74	plddt_then_length	Q8BH74
CLS007941	Q8BHD4	75.28	595	1	Q8BHD4	plddt_then_length	Q8BHD4
CLS007942	Q8BHI4	89.94	607	1	Q8BHI4	plddt_then_length	Q8BHI4
CLS007943	Q4KMP7	67.19	808	2	Q8BHL3	plddt_then_length	Q4KMP7;Q8BHL3
CLS007944	Q8BHN1	72.59	524	1	Q8BHN1	plddt_then_length	Q8BHN1
CLS007945	Q86Y26	45.06	1132	2	Q8BHP2	plddt_then_length	Q86Y26;Q8BHP2
CLS007946	Q8BHP7	67.44	681	2	Q8BHP7	plddt_then_length	Q68BL8;Q8BHP7
CLS007947	Q8BHR2	74.04	643	1	Q8BHR2	plddt_then_length	Q8BHR2
CLS007948	Q8BHS8	55.03	665	1	Q8BHS8	plddt_then_length	Q8BHS8
CLS007949	Q8BHW6	51.97	681	3	Q8BHW6	plddt_then_length	Q4R736;Q68A65;Q8BHW6
CLS007950	Q8BHY3	76.20	960	1	Q8BHY3	plddt_then_length	Q8BHY3
CLS007951	Q92610	54.55	1267	2	Q8BHZ4	plddt_then_length	Q8BHZ4;Q92610
CLS007952	Q8BI21	52.59	518	1	Q8BI21	plddt_then_length	Q8BI21
CLS007953	Q8BI29	53.45	606	1	Q8BI29	plddt_then_length	Q8BI29
CLS007954	Q8BI41	56.61	618	1	Q8BI41	plddt_then_length	Q8BI41
CLS007955	Q8BI67	56.14	892	1	Q8BI67	plddt_then_length	Q8BI67
CLS007956	Q5JRA6	51.62	1907	2	Q8BI84	plddt_then_length	Q5JRA6;Q8BI84
CLS007957	Q8BIJ7	74.39	712	1	Q8BIJ7	plddt_then_length	Q8BIJ7
CLS007958	Q8BIK6	83.18	829	2	Q8BIK6	plddt_then_length	Q7RTY8;Q8BIK6
CLS007959	Q8BIL5	82.07	728	2	Q8BIL5	plddt_then_length	Q8BIL5;Q9UJC3
CLS007960	Q2TB18	85.48	679	2	Q8BIR2	plddt_then_length	Q2TB18;Q8BIR2
CLS007961	Q8BIW9	65.27	969	2	Q8BIW9	plddt_then_length	Q8BIW9;Q8WVB6
CLS007962	Q8BIY3	63.95	533	1	Q8BIY3	plddt_then_length	Q8BIY3
CLS007963	Q7ZX96	82.87	820	3	Q8BJ71	plddt_then_length	Q66HC5;Q7ZX96;Q8BJ71
CLS007964	Q8BJI4	47.81	691	1	Q8BJI4	plddt_then_length	Q8BJI4
CLS007965	Q8BJL1	61.49	746	1	Q8BJL1	plddt_then_length	Q8BJL1
CLS007966	Q8BJM3	52.27	775	2	Q8BJM3	plddt_then_length	Q7Z5L2;Q8BJM3
CLS007967	Q8BJS7	49.03	891	1	Q8BJS7	plddt_then_length	Q8BJS7
CLS007968	Q8BJS8	64.34	894	2	Q8BJS8	plddt_then_length	Q8BJS8;Q96DY7
CLS007969	Q9BV94	85.52	578	2	Q8BJT9	plddt_then_length	Q8BJT9;Q9BV94
CLS007970	Q3MHH2	78.51	718	4	Q8BJW5	plddt_then_length	Q3MHH2;Q6INI5;Q8BJW5;Q9H8H0
CLS007971	Q4QRJ7	87.00	580	4	Q8BJW6	plddt_then_length	Q4QRJ7;Q7ZY11;Q8BJW6;Q9BY44
CLS007972	Q8BK67	88.21	520	1	Q8BK67	plddt_then_length	Q8BK67
CLS007973	Q8BKC5	92.91	1097	2	Q8BKC5	plddt_then_length	Q8BIV3;Q8BKC5
CLS007974	Q8BKF1	83.93	1207	1	Q8BKF1	plddt_then_length	Q8BKF1
CLS007975	Q68FX7	83.83	682	3	Q8BKT7	plddt_then_length	Q5ZJK1;Q68FX7;Q8BKT7
CLS007976	Q96K49	73.88	555	2	Q8BKU8	plddt_then_length	Q8BKU8;Q96K49
CLS007977	Q8BKV1	78.60	579	1	Q8BKV1	plddt_then_length	Q8BKV1
CLS007978	Q9H5U6	82.52	513	2	Q8BKW4	plddt_then_length	Q8BKW4;Q9H5U6
CLS007979	Q5EAD0	73.70	521	3	Q8BKX1	plddt_then_length	Q5EAD0;Q8BKX1;Q9UQB8
CLS007980	Q8BL66	73.03	1411	1	Q8BL66	plddt_then_length	Q8BL66
CLS007981	Q8BL74	72.41	907	2	Q8BL74	plddt_then_length	Q5RDC3;Q8BL74
CLS007982	Q8BLA1	70.76	635	1	Q8BLA1	plddt_then_length	Q8BLA1
CLS007983	Q8BLG0	54.21	1010	1	Q8BLG0	plddt_then_length	Q8BLG0
CLS007984	Q8BLI0	69.80	1745	1	Q8BLI0	plddt_then_length	Q8BLI0
CLS007985	Q8BLI4	86.55	958	1	Q8BLI4	plddt_then_length	Q8BLI4
CLS007986	Q8BT60	92.52	533	4	Q8BLR2	plddt_then_length	Q5RAE1;Q8BLR2;Q8BT60;Q96A23
CLS007987	Q8BLR5	56.12	1005	2	Q8BLR5	plddt_then_length	Q8BLR5;Q8NDX1
CLS007988	Q8BLS7	61.97	548	2	Q8BLS7	plddt_then_length	Q2M3V2;Q8BLS7
CLS007989	Q8BLU0	76.27	660	1	Q8BLU0	plddt_then_length	Q8BLU0
CLS007990	Q8BLX7	49.19	1580	1	Q8BLX7	plddt_then_length	Q8BLX7
CLS007991	Q6ZWE6	65.46	761	2	Q8BM47	plddt_then_length	Q6ZWE6;Q8BM47
CLS007992	Q8BMA6	78.09	625	1	Q8BMA6	plddt_then_length	Q8BMA6
CLS007993	Q8BMC3	61.28	573	1	Q8BMC3	plddt_then_length	Q8BMC3
CLS007994	Q8BMD6	92.64	703	1	Q8BMD6	plddt_then_length	Q8BMD6
CLS007995	Q8BMF5	78.46	956	3	Q8BMF5	plddt_then_length	Q16478;Q5IS46;Q8BMF5
CLS007996	Q80WL1	74.07	549	3	Q8BMF8	plddt_then_length	Q6ZMI3;Q80WL1;Q8BMF8
CLS007997	Q8BMG1	67.49	785	1	Q8BMG1	plddt_then_length	Q8BMG1
CLS007998	Q8BMI3	69.94	718	1	Q8BMI3	plddt_then_length	Q8BMI3
CLS007999	Q8BMK4	76.78	575	2	Q8BMK4	plddt_then_length	Q07065;Q8BMK4
CLS008000	Q8BML1	76.31	960	1	Q8BML1	plddt_then_length	Q8BML1
CLS008001	Q8BML2	82.65	685	1	Q8BML2	plddt_then_length	Q8BML2
CLS008002	Q8BMN4	85.56	681	1	Q8BMN4	plddt_then_length	Q8BMN4
CLS008003	Q9H3P7	78.90	528	3	Q8BMP6	plddt_then_length	Q7TNY6;Q8BMP6;Q9H3P7
CLS008004	Q8BND3	85.00	1181	1	Q8BND3	plddt_then_length	Q8BND3
CLS008005	Q5RFQ8	80.13	837	3	Q8BNJ2	plddt_then_length	Q5RFQ8;Q8BNJ2;Q9TT93
CLS008006	Q8BP00	83.09	598	1	Q8BP00	plddt_then_length	Q8BP00
CLS008007	Q9NVR5	65.09	837	2	Q8BPI1	plddt_then_length	Q8BPI1;Q9NVR5
CLS008008	Q8BPQ7	68.07	1093	2	Q8BPQ7	plddt_then_length	Q2NKQ1;Q8BPQ7
CLS008009	Q8BPU7	89.39	727	1	Q8BPU7	plddt_then_length	Q8BPU7
CLS008010	Q8BPY9	68.07	683	3	Q8BPY9	plddt_then_length	Q6GX84;Q6PIW4;Q8BPY9
CLS008011	Q8BQ30	54.69	594	1	Q8BQ30	plddt_then_length	Q8BQ30
CLS008012	Q8BQ33	47.98	1889	1	Q8BQ33	plddt_then_length	Q8BQ33
CLS008013	Q8BQ48	43.05	2412	2	Q8BQ48	plddt_then_length	A4L9P8;Q8BQ48
CLS008014	Q8BQM8	87.00	1977	2	Q8BQM8	plddt_then_length	Q6ED65;Q8BQM8
CLS008015	Q3LGD4	71.61	621	3	Q8BQP8	plddt_then_length	Q3LGD4;Q86YS3;Q8BQP8
CLS008016	Q8BQZ4	72.88	1484	1	Q8BQZ4	plddt_then_length	Q8BQZ4
CLS008017	Q8BR76	84.67	992	1	Q8BR76	plddt_then_length	Q8BR76
CLS008018	Q8BR86	72.65	778	1	Q8BR86	plddt_then_length	Q8BR86
CLS008019	Q8BRG6	89.17	600	1	Q8BRG6	plddt_then_length	Q8BRG6
CLS008020	Q6GPP7	68.79	561	3	Q8BRG8	plddt_then_length	Q68FR5;Q6GPP7;Q8BRG8
CLS008021	Q8BRN9	71.51	848	3	Q8BRN9	plddt_then_length	Q5T0F9;Q6PF54;Q8BRN9
CLS008022	Q8BSF5	89.07	581	1	Q8BSF5	plddt_then_length	Q8BSF5
CLS008023	Q90XF2	81.92	588	3	Q8BSK8	plddt_then_length	Q6TJY3;Q8BSK8;Q90XF2
CLS008024	Q8BT18	43.30	775	1	Q8BT18	plddt_then_length	Q8BT18
CLS008025	Q8BTG3	79.97	509	1	Q8BTG3	plddt_then_length	Q8BTG3
CLS008026	Q8BTP0	89.02	560	2	Q8BTP0	plddt_then_length	Q86VD9;Q8BTP0
CLS008027	Q8BTS4	77.16	510	1	Q8BTS4	plddt_then_length	Q8BTS4
CLS008028	Q8BTY8	92.15	684	2	Q8BTY8	plddt_then_length	Q8BTY8;Q8WU76
CLS008029	Q8BU91	80.46	790	1	Q8BU91	plddt_then_length	Q8BU91
CLS008030	Q8BUE7	36.83	656	1	Q8BUE7	plddt_then_length	Q8BUE7
CLS008031	Q8BUH8	56.12	1037	1	Q8BUH8	plddt_then_length	Q8BUH8
CLS008032	Q8BUJ9	63.05	858	1	Q8BUJ9	plddt_then_length	Q8BUJ9
CLS008033	Q6NRB0	83.08	721	4	Q8BUK6	plddt_then_length	Q6GQ73;Q6NRB0;Q86VS8;Q8BUK6
