uniprot	cluster_id	representative
Q6BXN1	CLS005543	Q9Y8H3
Q6CX53	CLS005543	Q9Y8H3
Q6EAS5	CLS005543	Q9Y8H3
Q6T308	CLS005543	Q9Y8H3
Q757Q6	CLS005543	Q9Y8H3
Q9Y8H3	CLS005543	Q9Y8H3
Q6BXN8	CLS005544	Q6BXN8
Q6BXX1	CLS005545	Q6BXX1
Q6BXX5	CLS005546	Q6BXX5
Q59LV5	CLS005547	Q59LV5
Q6BY28	CLS005547	Q59LV5
Q6BYP9	CLS005548	Q6BYP9
Q6BZ43	CLS005549	Q6BZ43
Q6BZ78	CLS005550	Q6BZ78
Q6BZD9	CLS005551	Q6BZD9
Q5AD73	CLS005552	Q6BZE1
Q6BZE1	CLS005552	Q6BZE1
Q5AD77	CLS005553	Q6BZE9
Q6BZE9	CLS005553	Q6BZE9
Q6BZF6	CLS005554	Q6BZF6
Q6C022	CLS005555	Q6C022
Q6C060	CLS005556	Q6C060
Q6C0K9	CLS005557	Q6C0K9
Q6C0L7	CLS005558	Q6C0L7
Q6C187	CLS005559	Q6C187
Q6C188	CLS005560	Q6C188
Q6C1B1	CLS005561	Q6C1B1
Q6C1N1	CLS005562	Q6C1N1
Q6C229	CLS005563	Q6C229
Q6C233	CLS005564	Q6C233
Q6C2E2	CLS005565	Q6C2E2
Q6C2Z2	CLS005566	Q6C2Z2
Q6C354	CLS005567	Q6C354
Q6C3U1	CLS005568	Q6C3U1
Q6C414	CLS005569	Q6C414
Q6C449	CLS005570	Q6C449
Q6C452	CLS005571	Q6C452
Q6C457	CLS005572	Q6C457
Q2UPK0	CLS005573	Q7SEM3
Q6C4I9	CLS005573	Q7SEM3
Q7SEM3	CLS005573	Q7SEM3
Q6C519	CLS005574	Q6C519
Q6C520	CLS005575	Q6C520
Q6C553	CLS005576	Q6C553
Q6C5G0	CLS005577	Q6C5G0
Q1DY01	CLS005578	Q6C5L5
Q2HB00	CLS005578	Q6C5L5
Q4PE39	CLS005578	Q6C5L5
Q6C5L5	CLS005578	Q6C5L5
Q9C284	CLS005578	Q6C5L5
Q6C5P9	CLS005579	Q6C5P9
Q6C6L1	CLS005580	Q6C6L1
Q6C6M0	CLS005581	Q6C6M0
Q6C6U9	CLS005582	Q6C6U9
Q6C725	CLS005583	Q6C725
Q6C740	CLS005584	Q6C740
Q6C7F7	CLS005585	Q6C7F7
Q6C7Q6	CLS005586	Q6C7Q6
Q6C7Y5	CLS005587	Q6C7Y5
Q6C8A3	CLS005588	Q6C8A3
Q6C8C5	CLS005589	Q6C8C5
Q6C8D1	CLS005590	Q6C8D1
Q6C8F0	CLS005591	Q6C8F0
Q6C8F5	CLS005592	Q6C8F5
Q6C8F7	CLS005593	Q6C8F7
Q6C8T3	CLS005594	Q6C8T3
Q2HA54	CLS005595	Q2UKE6
Q2UKE6	CLS005595	Q2UKE6
Q5BGC2	CLS005595	Q2UKE6
Q6BXC8	CLS005595	Q2UKE6
Q6C8W4	CLS005595	Q2UKE6
Q6C9G0	CLS005596	Q6C9G0
Q6C9H2	CLS005597	Q6C9H2
Q6C9Q9	CLS005598	Q6C9Q9
Q6C9X0	CLS005599	Q6C9X0
Q6C9Y6	CLS005600	Q6C9Y6
Q6CAC9	CLS005601	Q6CAC9
Q6CAE9	CLS005602	Q6CAE9
Q6CAP3	CLS005603	Q6CAP3
Q6CAX3	CLS005604	Q6CAX3
Q6CB13	CLS005605	Q6CB13
Q6CJ50	CLS005605	Q6CB13
Q6CBC3	CLS005606	Q6CBC3
Q6CBW0	CLS005607	Q6CBW0
Q6CC11	CLS005608	Q6CC11
Q6CC70	CLS005609	Q6CC70
Q6CC77	CLS005610	Q6CC77
Q6CCW0	CLS005611	Q6CCW0
Q6CDE6	CLS005612	Q6CDE6
Q6CDN5	CLS005613	Q6CDN5
Q6CEA4	CLS005614	Q6CEA4
Q6CEA5	CLS005615	Q6CEA5
Q54TJ4	CLS005616	Q54TJ4
Q6CEB8	CLS005616	Q54TJ4
Q6CEE1	CLS005617	Q6CEE1
Q6CEE7	CLS005618	Q6CEE7
Q6CEK8	CLS005619	Q6CEK8
Q6CEV5	CLS005620	Q6CEV5
Q6CEW7	CLS005621	Q6CEW7
Q6CEY7	CLS005622	Q6CEY7
Q6CF18	CLS005623	Q6CF18
Q6CF60	CLS005624	Q6CF60
Q6CF78	CLS005625	Q6CF78
Q6CFP3	CLS005626	Q6CFP3
Q6CFT4	CLS005627	Q6CFT4
Q6CG37	CLS005628	Q6CG37
Q6CGP9	CLS005629	Q6CGP9
Q6CHN0	CLS005630	Q6CHN0
Q6CHP9	CLS005631	Q6CHP9
Q6CHY6	CLS005632	Q6CHY6
Q6CIF0	CLS005633	Q6CIF0
Q6CII3	CLS005634	Q96WT3
Q96WT3	CLS005634	Q96WT3
Q6CII8	CLS005635	Q6CII8
Q6CIN0	CLS005636	Q6CIN0
Q6CIT4	CLS005637	Q6CIT4
Q6BZQ9	CLS005638	Q75D90
Q6CIT6	CLS005638	Q75D90
Q75D90	CLS005638	Q75D90
Q6CJ29	CLS005639	Q6CJ29
Q5AME2	CLS005640	Q6CJC4
Q6CJC4	CLS005640	Q6CJC4
Q6CK11	CLS005641	Q6CK11
Q6CK33	CLS005642	Q6CK33
Q6CK58	CLS005643	Q6CK58
Q6CKC6	CLS005644	Q6CKC6
Q6CKI3	CLS005645	Q6CKI3
Q754V0	CLS005645	Q6CKI3
Q6CKL5	CLS005646	Q6CKL5
Q6CKY3	CLS005647	Q6CKY3
Q6CKZ4	CLS005648	Q6CKZ4
Q6FST5	CLS005648	Q6CKZ4
Q6CL75	CLS005649	Q6CL75
Q6BW21	CLS005650	Q6BW21
Q6CLD3	CLS005650	Q6BW21
Q6FTM0	CLS005650	Q6BW21
Q1E6U9	CLS005651	Q75B16
Q2HH63	CLS005651	Q75B16
Q5B6W0	CLS005651	Q75B16
Q6CLE0	CLS005651	Q75B16
Q75B16	CLS005651	Q75B16
Q875V8	CLS005651	Q75B16
Q6CLJ6	CLS005652	Q6CLJ6
Q6CLN2	CLS005653	Q6CLN2
Q6CLY1	CLS005654	Q6FJI2
Q6FJI2	CLS005654	Q6FJI2
Q6CM46	CLS005655	Q6CM46
Q6CM99	CLS005656	Q6CM99
Q6CMA5	CLS005657	Q6CMA5
Q6CMA8	CLS005658	Q6CMA8
Q6CMB5	CLS005659	Q6CMB5
Q5AEK8	CLS005660	Q6CMK7
Q6CMK7	CLS005660	Q6CMK7
Q6CN26	CLS005661	Q6CN26
Q6CN27	CLS005662	Q6CN27
Q6CN28	CLS005663	Q6CN28
Q6CN76	CLS005664	Q6CN76
Q6FTY5	CLS005664	Q6CN76
Q6CN92	CLS005665	Q6CN92
Q6CNC8	CLS005666	Q6CNC8
Q6CNM6	CLS005667	Q6CNM6
Q6CNM8	CLS005668	Q6CNM8
Q6BKW1	CLS005669	Q6BKW1
Q6CNR2	CLS005669	Q6BKW1
Q6FPF3	CLS005669	Q6BKW1
Q6CNY4	CLS005670	Q6CNY4
Q6CNY5	CLS005671	Q6CNY5
Q6CP18	CLS005672	Q6CP18
Q6CPC2	CLS005673	Q6CPC2
Q6CPQ2	CLS005674	Q6CPQ2
Q6CPQ8	CLS005675	Q6CPQ8
Q6CPV1	CLS005676	Q6CPV1
Q6CQ06	CLS005677	Q6CQ06
Q6CQ07	CLS005678	Q6CQ07
Q6CQ91	CLS005679	Q6CQ91
Q6CQJ9	CLS005680	Q6CQJ9
Q6CQQ1	CLS005681	Q6CQQ1
Q5AJS6	CLS005682	Q5AJS6
Q6CQR6	CLS005682	Q5AJS6
Q6FXP4	CLS005682	Q5AJS6
Q75A83	CLS005682	Q5AJS6
Q6CQX9	CLS005683	Q6CQX9
Q6CR69	CLS005684	Q6CR69
Q6CR96	CLS005685	Q6CR96
Q6CRA9	CLS005686	Q6CRA9
Q6CRE9	CLS005687	Q6CRE9
Q6CRH6	CLS005688	Q6CRH6
Q6CRK4	CLS005689	Q6CRK4
Q6CRV9	CLS005690	Q6CRV9
Q6CSC1	CLS005691	Q6CSC1
Q6FJV9	CLS005691	Q6CSC1
Q6FTE0	CLS005691	Q6CSC1
Q6CSC2	CLS005692	Q6CSC2
Q6CSD1	CLS005693	Q6CSD1
Q6CSF8	CLS005694	Q6CSF8
Q6CSN2	CLS005695	Q6CSN2
Q6CSR1	CLS005696	Q6CSR1
Q6CST6	CLS005697	Q6CST6
Q6CT09	CLS005698	Q6CT09
Q6CT34	CLS005699	Q6CT34
Q6CT49	CLS005700	Q6CT49
Q6CTB6	CLS005701	Q6CTB6
Q6CTC3	CLS005702	Q6CTC3
Q6CTF5	CLS005703	Q6CTF5
Q6CTH5	CLS005704	Q6CTH5
Q6CTM7	CLS005705	Q6CTM7
Q6CTY9	CLS005706	Q6CTY9
Q6CU63	CLS005707	Q6CU63
Q6CU64	CLS005708	Q6CU64
Q6CUB4	CLS005709	Q6CUB4
Q6CUC4	CLS005710	Q6CUC4
Q6CUI5	CLS005711	Q6CUI5
Q74ZC0	CLS005711	Q6CUI5
Q8WZS6	CLS005711	Q6CUI5
Q6CUI6	CLS005712	Q6CUI6
Q6CUV2	CLS005713	Q751Z4
Q751Z4	CLS005713	Q751Z4
Q6CUV7	CLS005714	Q6CUV7
Q6CVA8	CLS005715	Q6CVA8
Q6CVE0	CLS005716	Q6CVE0
Q6FJG2	CLS005716	Q6CVE0
Q6CVG9	CLS005717	Q6CVG9
W0TFN1	CLS005717	Q6CVG9
Q6CVK3	CLS005718	Q6CVK3
Q6FLB1	CLS005718	Q6CVK3
Q6CWI4	CLS005719	Q75DV4
Q75DV4	CLS005719	Q75DV4
Q6CWM0	CLS005720	Q6CWM0
Q6CWS4	CLS005721	Q6CWS4
Q6CWT7	CLS005722	Q6CWT7
Q6CWX7	CLS005723	Q6CWX7
Q6CXK7	CLS005724	Q6CXK7
Q6CXL5	CLS005725	Q6CXL5
Q6CXN5	CLS005726	Q6CXN5
Q6CXP4	CLS005727	Q6CXP4
Q6CXR1	CLS005728	Q6CXR1
Q6CXS0	CLS005729	Q6CXS0
Q6CXW4	CLS005730	Q6CXW4
Q6CY10	CLS005731	Q6CY10
Q6CYA2	CLS005732	Q6CYA2
Q6CYD8	CLS005733	Q6CYD8
Q6CYG2	CLS005734	Q6CYG2
Q1CCS7	CLS005735	Q8X878
Q1R5T2	CLS005735	Q8X878
Q31VU0	CLS005735	Q8X878
Q3YWS1	CLS005735	Q8X878
Q57J15	CLS005735	Q8X878
Q5PL21	CLS005735	Q8X878
Q6CZU5	CLS005735	Q8X878
Q8FCY0	CLS005735	Q8X878
Q8X878	CLS005735	Q8X878
Q8ZLL3	CLS005735	Q8X878
Q326H9	CLS005736	Q8XA13
Q66EQ6	CLS005736	Q8XA13
Q6D0E3	CLS005736	Q8XA13
Q7N8V4	CLS005736	Q8XA13
Q83SQ0	CLS005736	Q8XA13
Q8CWE6	CLS005736	Q8XA13
Q8XA13	CLS005736	Q8XA13
Q8Z9J6	CLS005736	Q8XA13
Q8ZIK3	CLS005736	Q8XA13
Q8ZRW0	CLS005736	Q8XA13
Q1CMP5	CLS005737	Q9ZEY8
Q1LPX2	CLS005737	Q9ZEY8
Q1QJV3	CLS005737	Q9ZEY8
Q212A9	CLS005737	Q9ZEY8
Q2YBW0	CLS005737	Q9ZEY8
Q31I16	CLS005737	Q9ZEY8
Q326G1	CLS005737	Q9ZEY8
Q3JUB9	CLS005737	Q9ZEY8
Q3SQ49	CLS005737	Q9ZEY8
Q493R0	CLS005737	Q9ZEY8
Q57TE6	CLS005737	Q9ZEY8
Q5E856	CLS005737	Q9ZEY8
Q5HS76	CLS005737	Q9ZEY8
Q5NXN2	CLS005737	Q9ZEY8
Q66EM1	CLS005737	Q9ZEY8
Q6D0G8	CLS005737	Q9ZEY8
Q6LV24	CLS005737	Q9ZEY8
Q6N858	CLS005737	Q9ZEY8
Q7MP77	CLS005737	Q9ZEY8
Q7N129	CLS005737	Q9ZEY8
Q7VQJ6	CLS005737	Q9ZEY8
Q8DEE1	CLS005737	Q9ZEY8
Q8E9N2	CLS005737	Q9ZEY8
Q8Z9I0	CLS005737	Q9ZEY8
Q9CJN5	CLS005737	Q9ZEY8
Q9JUK6	CLS005737	Q9ZEY8
Q9JZG1	CLS005737	Q9ZEY8
Q9PLV9	CLS005737	Q9ZEY8
Q9ZEY8	CLS005737	Q9ZEY8
Q6D2N1	CLS005738	Q6D2N1
Q6D7Q9	CLS005739	Q6D7Q9
Q1CFF5	CLS005740	Q32JT2
Q1RG12	CLS005740	Q32JT2
Q2NRL5	CLS005740	Q32JT2
Q32JT2	CLS005740	Q32JT2
Q3Z5I1	CLS005740	Q32JT2
Q57T31	CLS005740	Q32JT2
Q6D8D5	CLS005740	Q32JT2
Q7N8N9	CLS005740	Q32JT2
Q9S341	CLS005740	Q32JT2
Q5E3W8	CLS005741	Q5E3W8
Q6D8R9	CLS005741	Q5E3W8
Q7MFY9	CLS005741	Q5E3W8
Q6D8S0	CLS005742	Q6D8S0
Q6D8V6	CLS005743	Q6D8V6
Q6DBX0	CLS005744	Q6DBX0
Q6DC03	CLS005745	Q6DC03
Q6DCF2	CLS005746	Q96T76
Q96T76	CLS005746	Q96T76
Q9D071	CLS005746	Q96T76
Q6DCF6	CLS005747	Q6DCF6
Q8VDY4	CLS005747	Q6DCF6
Q6DCJ1	CLS005748	Q6DCJ1
Q6DCK1	CLS005749	Q6DCK1
Q28BK1	CLS005750	Q3U0D9
Q3U0D9	CLS005750	Q3U0D9
Q6DCL5	CLS005750	Q3U0D9
Q28BM0	CLS005751	Q8CHY3
Q6DCP6	CLS005751	Q8CHY3
Q8CHY3	CLS005751	Q8CHY3
Q6DCV1	CLS005752	Q6DCV1
Q6DCY9	CLS005753	Q6DCY9
Q5T0N5	CLS005754	Q6DCZ7
Q6DCZ7	CLS005754	Q6DCZ7
Q6DD27	CLS005755	Q9I9E0
Q7L7X3	CLS005755	Q9I9E0
Q7ZYJ0	CLS005755	Q9I9E0
Q9I9E0	CLS005755	Q9I9E0
Q6DDG2	CLS005756	Q6DDG2
Q8IYS2	CLS005756	Q6DDG2
Q6DDK5	CLS005757	Q6NV04
Q6NV04	CLS005757	Q6NV04
Q8BU33	CLS005757	Q6NV04
Q6DDV8	CLS005758	Q6NUF4
Q6NUF4	CLS005758	Q6NUF4
Q505H7	CLS005759	Q6DE96
Q6DE96	CLS005759	Q6DE96
Q6DEJ6	CLS005760	Q6DEJ6
Q6DEL7	CLS005761	Q6DEL7
Q6DEU9	CLS005762	Q6PD62
Q6PD62	CLS005762	Q6PD62
Q6DEV3	CLS005763	Q6DEV3
Q6DF55	CLS005764	Q6DF55
Q6DFB7	CLS005765	Q6DFB7
Q6DFB8	CLS005766	Q6DFB8
Q6DFC0	CLS005767	Q6DFC0
Q8BYR8	CLS005767	Q6DFC0
Q96JW4	CLS005767	Q6DFC0
Q6DFE0	CLS005768	Q6DFE0
Q6DFQ2	CLS005769	Q6DFQ2
Q803E1	CLS005769	Q6DFQ2
Q3TTA7	CLS005770	Q6DFR2
Q6DFR2	CLS005770	Q6DFR2
Q6GQL0	CLS005770	Q6DFR2
Q3V0Y1	CLS005771	Q5SP90
Q4S6U8	CLS005771	Q5SP90
Q5SP90	CLS005771	Q5SP90
Q6DFT3	CLS005771	Q5SP90
Q9VFS5	CLS005771	Q5SP90
Q6DFU2	CLS005772	Q920Q8
Q7ZVQ8	CLS005772	Q920Q8
Q920Q8	CLS005772	Q920Q8
Q6DFV1	CLS005773	Q6DFV1
Q6DFV5	CLS005774	Q6DFV5
Q6DFV7	CLS005775	Q6DFV7
Q6DFV8	CLS005776	Q6DFV8
Q6DFW5	CLS005777	Q6DFW5
Q9N0Z4	CLS005777	Q6DFW5
Q9Y2G3	CLS005777	Q6DFW5
Q66HG1	CLS005778	Q6DG03
Q6DG03	CLS005778	Q6DG03
Q6DGV1	CLS005779	Q6DGV1
Q6DH86	CLS005780	Q6DH86
Q6DHR3	CLS005781	Q6DHR3
Q6DHU1	CLS005782	Q6DHU1
Q6DHV5	CLS005783	Q6DHV5
Q53R41	CLS005784	Q6DI86
Q6DI86	CLS005784	Q6DI86
Q6DIC0	CLS005785	Q6DIC0
Q2TAK8	CLS005786	Q6DID5
Q6DID5	CLS005786	Q6DID5
Q6DIH3	CLS005787	Q6DIH3
Q6DIR8	CLS005788	Q803E0
Q803E0	CLS005788	Q803E0
Q9ULE6	CLS005788	Q803E0
Q6DJ55	CLS005789	Q6DJ55
Q6DJ95	CLS005790	Q6DJ95
Q6DJR2	CLS005791	Q6DJR2
Q6DN12	CLS005792	Q6DN12
Q6DN14	CLS005792	Q6DN12
Q6DNF3	CLS005793	Q6DNF3
Q6DNF4	CLS005794	Q6DNF4
Q6DQW3	CLS005795	Q6DQW3
Q6DRB1	CLS005796	Q6DRB1
Q6DRG7	CLS005797	Q6DRG7
Q6DRJ7	CLS005798	Q6DRJ7
Q9D0F1	CLS005798	Q6DRJ7
Q6DT37	CLS005799	Q6DT37
Q80UW5	CLS005799	Q6DT37
Q6DTM3	CLS005800	Q6DTM3
Q8N157	CLS005800	Q6DTM3
Q6DVA0	CLS005801	Q6DVA0
Q6E2N3	CLS005802	Q6E2N3
Q6E3D5	CLS005803	Q6E3D5
Q6E3F0	CLS005804	Q6E3F3
Q6E3F2	CLS005804	Q6E3F3
Q6E3F3	CLS005804	Q6E3F3
Q6E7D7	CLS005805	Q6E7D7
Q6E7H0	CLS005806	Q6E7H0
Q6E804	CLS005807	Q6E804
Q8K3Z0	CLS005807	Q6E804
Q6EBC1	CLS005808	Q6EBC1
Q5R978	CLS005809	Q6EMB2
Q6EMB2	CLS005809	Q6EMB2
Q8CHB8	CLS005809	Q6EMB2
Q2MIJ7	CLS005810	Q9BBS7
Q33C48	CLS005810	Q9BBS7
Q3BAQ2	CLS005810	Q9BBS7
Q3C1G9	CLS005810	Q9BBS7
Q49L08	CLS005810	Q9BBS7
Q4VZP3	CLS005810	Q9BBS7
Q68S16	CLS005810	Q9BBS7
Q6ENI2	CLS005810	Q9BBS7
Q6ENX1	CLS005810	Q9BBS7
Q6EW58	CLS005810	Q9BBS7
Q8S8Y1	CLS005810	Q9BBS7
Q9BBS7	CLS005810	Q9BBS7
Q9THV5	CLS005810	Q9BBS7
Q6EPQ3	CLS005811	Q6EPQ3
Q6ESI7	CLS005812	Q6ESI7
Q41771	CLS005813	Q41771
Q6ET36	CLS005813	Q41771
Q6Z5I0	CLS005813	Q41771
Q67W82	CLS005814	Q6ETN3
Q6ETN3	CLS005814	Q6ETN3
Q6EU49	CLS005815	Q8LST2
Q8LST2	CLS005815	Q8LST2
Q9CAV6	CLS005815	Q8LST2
Q6EUK7	CLS005816	Q9C7R6
Q9C7R6	CLS005816	Q9C7R6
Q6EUW1	CLS005817	Q9WVH4
Q9WVH4	CLS005817	Q9WVH4
Q6EVZ2	CLS005818	Q6EVZ2
Q6EWH2	CLS005819	Q6EWH2
Q6EWX0	CLS005820	Q6EWX0
Q6F059	CLS005821	Q6F059
Q6F0R1	CLS005822	Q6F0R1
Q5FKU5	CLS005823	Q5FKU5
Q6F175	CLS005823	Q5FKU5
Q6F1A0	CLS005824	Q6F1A0
Q2SRE1	CLS005825	Q6F1V7
Q6F1V7	CLS005825	Q6F1V7
Q5HHB0	CLS005826	Q81GM5
Q6F2Y7	CLS005826	Q81GM5
Q73BY1	CLS005826	Q81GM5
Q7A6G6	CLS005826	Q81GM5
Q81GM5	CLS005826	Q81GM5
Q88VX7	CLS005826	Q81GM5
Q97KG0	CLS005826	Q81GM5
Q3TDQ1	CLS005827	Q54NM9
Q54NM9	CLS005827	Q54NM9
Q6F2Z1	CLS005827	Q54NM9
Q7XQ88	CLS005827	Q54NM9
Q9FX21	CLS005827	Q54NM9
Q6F3F9	CLS005828	Q6F3F9
Q86SQ4	CLS005828	Q6F3F9
Q6F3I7	CLS005829	Q6F3I7
Q6F5E2	CLS005830	Q6F5E2
Q3V3V9	CLS005831	Q3V3V9
Q6F5E8	CLS005831	Q3V3V9
Q6F6B3	CLS005832	Q6F6B3
Q9C0D5	CLS005832	Q6F6B3
Q9HCD6	CLS005832	Q6F6B3
Q6F754	CLS005833	Q6F754
Q1LK34	CLS005834	Q6F7N5
Q1LTI9	CLS005834	Q6F7N5
Q3II09	CLS005834	Q6F7N5
Q3K660	CLS005834	Q6F7N5
Q47BJ0	CLS005834	Q6F7N5
Q4FV64	CLS005834	Q6F7N5
Q4ZYU8	CLS005834	Q6F7N5
Q6F7N5	CLS005834	Q6F7N5
Q87C03	CLS005834	Q6F7N5
Q8PJG7	CLS005834	Q6F7N5
Q8XX95	CLS005834	Q6F7N5
Q9PB95	CLS005834	Q6F7N5
Q6F873	CLS005835	Q6F873
Q1QDV6	CLS005836	Q1QDV6
Q2P4M4	CLS005836	Q1QDV6
Q31HP5	CLS005836	Q1QDV6
Q4USF4	CLS005836	Q1QDV6
Q5H1R5	CLS005836	Q1QDV6
Q6F9B9	CLS005836	Q1QDV6
Q8PB55	CLS005836	Q1QDV6
Q8PMV3	CLS005836	Q1QDV6
Q8XIS6	CLS005836	Q1QDV6
Q9I5G8	CLS005836	Q1QDV6
Q9PBA1	CLS005836	Q1QDV6
Q6FAT7	CLS005837	Q6FAT7
Q6FC54	CLS005838	Q6FC54
Q1QCP8	CLS005839	Q6FCR7
Q6FCR7	CLS005839	Q6FCR7
Q6FDW0	CLS005840	Q6FDW0
Q6FEI9	CLS005841	Q6FEI9
Q6FEP2	CLS005842	Q88PS4
Q820S1	CLS005842	Q88PS4
Q88PS4	CLS005842	Q88PS4
Q8ZND6	CLS005842	Q88PS4
Q9I5A5	CLS005842	Q88PS4
Q6FIN4	CLS005843	Q6FIN4
Q6FIU0	CLS005844	Q6FIU0
Q6FJ00	CLS005845	Q6FJ00
Q6FJ28	CLS005846	Q6FJ28
Q6FJ54	CLS005847	Q6FJ54
Q6FJ85	CLS005848	Q6FJ85
Q6FJ97	CLS005849	Q6FJ97
Q6FJA3	CLS005850	Q6FJA3
Q6FJB0	CLS005851	Q6FJB0
Q6FJG8	CLS005852	Q6FJG8
Q6FJH4	CLS005853	Q6FJH4
Q6FJJ1	CLS005854	Q6FJJ1
Q6FJL1	CLS005855	Q6FJL1
Q6FJQ6	CLS005856	Q6FJQ6
Q6FJQ9	CLS005857	Q6FJQ9
Q6FJW0	CLS005858	Q6FJW0
Q6FJW4	CLS005859	Q6FJW4
Q6FK06	CLS005860	Q6FK06
Q6FK15	CLS005861	Q6FK15
Q6CT90	CLS005862	Q6CT90
Q6FK21	CLS005862	Q6CT90
Q75DT8	CLS005862	Q6CT90
Q6FK84	CLS005863	Q6FK84
Q6FK87	CLS005864	Q6FK87
Q6FKD6	CLS005865	Q6FKD6
Q5R8F7	CLS005866	Q74ZS6
Q6CSV3	CLS005866	Q74ZS6
Q6FKG4	CLS005866	Q74ZS6
Q6GR16	CLS005866	Q74ZS6
Q74ZS6	CLS005866	Q74ZS6
Q9EPH8	CLS005866	Q74ZS6
Q9H361	CLS005866	Q74ZS6
Q6FKJ1	CLS005867	Q6FKJ1
Q6FKK0	CLS005868	Q6FKK0
Q5AWM9	CLS005869	Q6FKM3
Q6BRE5	CLS005869	Q6FKM3
Q6FKM3	CLS005869	Q6FKM3
Q6FKT4	CLS005870	Q6FKT4
Q6FLC9	CLS005871	Q6FLC9
Q6FLD5	CLS005872	Q8CFI7
Q753Q4	CLS005872	Q8CFI7
Q8CFI7	CLS005872	Q8CFI7
Q8SR75	CLS005872	Q8CFI7
Q6FLG2	CLS005873	Q6FLG2
Q754I9	CLS005873	Q6FLG2
Q6FLP2	CLS005874	Q6FLP2
Q6FLZ0	CLS005875	Q6FLZ0
Q6FLZ3	CLS005876	Q6FLZ3
Q6FM00	CLS005877	Q6FM00
Q6FM02	CLS005878	Q6FM02
Q6BM14	CLS005879	Q6BM14
Q6FM42	CLS005879	Q6BM14
Q6FM43	CLS005880	Q6FM43
Q6FM92	CLS005881	Q6FM92
Q6FMB2	CLS005882	Q6FMB2
Q6FMC0	CLS005883	Q6FMC0
Q6FML5	CLS005884	Q6FML5
Q6FML7	CLS005885	Q6FML7
Q6FMN0	CLS005886	Q6FMN0
Q6FMT2	CLS005887	Q6FMT2
Q6FN53	CLS005888	Q6FN53
Q75DK7	CLS005888	Q6FN53
Q6CSW1	CLS005889	Q6FN65
Q6FN65	CLS005889	Q6FN65
Q6FN70	CLS005890	Q6FN70
Q6FNC6	CLS005891	Q6FNC6
Q6FNE9	CLS005892	Q6FNE9
Q6FNJ1	CLS005893	Q6FNJ1
Q6FNJ6	CLS005894	Q6FNJ6
Q6FNM7	CLS005895	Q6FNM7
Q6FNV1	CLS005896	Q6FNV1
Q6FNV5	CLS005897	Q6FNV5
Q6FNX1	CLS005898	Q6FNX1
Q6FP10	CLS005899	Q6FP10
Q6FP19	CLS005900	Q6FP19
Q6FP74	CLS005901	Q6FP74
Q6FPB2	CLS005902	Q6FPB2
Q6FPD9	CLS005903	Q6FPD9
Q6FPE8	CLS005904	Q6FPE8
Q6FPF1	CLS005905	Q6FPF1
Q6FPI5	CLS005906	Q6FPI5
Q6FPQ4	CLS005907	Q6FPQ4
Q6FPQ7	CLS005908	Q6FPQ7
Q6FQ03	CLS005909	Q6FQ03
Q6FQG3	CLS005910	Q6FQG3
Q6FQH2	CLS005911	Q6FQH2
Q6FQI1	CLS005912	Q6FQI1
Q6FQR7	CLS005913	Q6FQR7
Q6FR37	CLS005914	Q6FR37
Q6FR93	CLS005915	Q6FR93
Q6FRE7	CLS005916	Q6FRE7
Q6FRG0	CLS005917	Q6FRG0
Q6FRH1	CLS005918	Q6FRH1
Q6FRH2	CLS005919	Q6FRH2
Q6FRL4	CLS005920	Q6FRL4
Q6FRS1	CLS005921	Q6FRS1
Q6FRT6	CLS005922	Q6FRT6
Q6FS06	CLS005923	Q6FS06
Q6FS70	CLS005924	Q6FS70
Q6FSD4	CLS005925	Q6FSD4
Q6FSM8	CLS005926	Q6FSM8
Q6FSQ6	CLS005927	Q6FSQ6
Q6FSU7	CLS005928	Q6FSU7
Q6FT12	CLS005929	Q6FT12
Q6FT92	CLS005930	Q6FT92
Q6FT93	CLS005931	Q754J8
Q754J8	CLS005931	Q754J8
Q6FT96	CLS005932	Q6FT96
Q6FTL7	CLS005933	Q6FTL7
Q6FTM9	CLS005934	Q6FTM9
Q6FTT0	CLS005935	Q6FTT0
Q6FTZ3	CLS005936	Q6FTZ3
P53140	CLS005937	Q6FU02
Q6FU02	CLS005937	Q6FU02
Q6FU19	CLS005938	Q6FU19
Q6FU45	CLS005939	Q759Y6
Q759Y6	CLS005939	Q759Y6
Q6FU50	CLS005940	Q6FU50
Q6FU81	CLS005941	Q6FU81
Q6FUG0	CLS005942	Q6FUG0
Q6FUJ7	CLS005943	Q6FUJ7
Q5AL45	CLS005944	Q5AL45
Q6BPD3	CLS005944	Q5AL45
Q6FUQ6	CLS005944	Q5AL45
Q6FUX0	CLS005945	Q6FUX0
Q6FUZ2	CLS005946	Q6FUZ2
Q6FV36	CLS005947	Q6FV36
Q6FV94	CLS005948	Q6FV94
Q6FV98	CLS005949	Q6FV98
Q6FVA1	CLS005950	Q6FVA1
Q6FVB6	CLS005951	Q6FVB6
Q6FVD8	CLS005952	Q6FVD8
Q6FVG5	CLS005953	Q6FVG5
Q6FVJ1	CLS005954	Q6FVJ1
Q6FVM9	CLS005955	Q6FVM9
Q6FW61	CLS005956	Q6FW61
Q6FW79	CLS005957	Q6FW79
Q6FW88	CLS005958	Q6FW88
Q6FWS5	CLS005959	Q6FWS5
Q6FWW3	CLS005960	Q6FWW3
Q5AQ76	CLS005961	Q6FX11
Q6BT80	CLS005961	Q6FX11
Q6FX11	CLS005961	Q6FX11
